127.0.0.1 - - [31/Dec/2016:23:55:50 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=APID&an=Google&p=iOS&u=574ED3DB-5D00-4F7A-BFCB-56F3E9CF5CF9&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
112.198.100.80 - - [01/Jan/2017:00:05:51 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=310DE7E2-1AF5-46D9-9E51-C0E7879F175D&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%22Underground%20River%20Tour%20from%20Puerto%20Princesa%22%2C%22primaryDestinationId%22%3A25948%2C%22primaryDestinationName%22%3A%22Puerto%20Princesa%22%2C%22viewProduct%22%3A%22%5C%225712P28%5C%22%22%7D&p=iOS&rt=plist&s=FF120B54-CF78-4605-9D59-E43CB5D3C64A&t=27.94&idfa=310DE7E2-1AF5-46D9-9E51-C0E7879F175D&idfv=555D1592-BE94-4FB9-A75B-02D45A41D273&seq=2&sdk=Apsalar%2F7.3.1&h=d4a4f8a085e678ac18eba6c96f942374d0cac5ad HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "112.198.100.80" 0.000 "-" country=PH&mo=iPhone9%2C3&adv_id=310DE7E2-1AF5-46D9-9E51-C0E7879F175D&ma=Apple&ann=Y
62.212.109.13 - - [01/Jan/2017:00:20:11 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=49B8D86C-B719-4B6D-9CE2-38E8C94543C7&av=5.2.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Big%20Bus%20Paris%20Hop-On%20Hop-Off%20Tour%22%2C%22primaryDestinationId%22%3A479%2C%22primaryDestinationName%22%3A%22Paris%22%2C%22viewProduct%22%3A%22%5C%226602PARHOHO%5C%22%22%7D&p=iOS&rt=plist&s=D702BA2F-4F38-4E6A-A5C1-513FD1F93498&t=1148.47&idfa=49B8D86C-B719-4B6D-9CE2-38E8C94543C7&idfv=5D019B2A-E6E3-49F5-8464-F8E41F37F990&seq=17&sdk=Apsalar%2F7.3.1&h=84419b8a755418e6156b9536df7544cf9b3a889e HTTP/1.0" 200 247 "-" "Viator/5.2.0.6 CFNetwork/808.2.16 Darwin/16.3.0" "62.212.109.13" 0.000 "-" country=FR&mo=iPhone8%2C1&adv_id=49B8D86C-B719-4B6D-9CE2-38E8C94543C7&ma=Apple&ann=Y
117.2.185.36 - - [01/Jan/2017:00:08:09 -0800] "GET /api/v1/start?a=viator&av=5.3.0&c=wifi&i=com.viator&lag=0.29&n=Viator&p=iOS&rt=plist&s=3624CC9C-BCE6-4898-8568-2946692503F1&sdk=Apsalar%2F7.3.1&u=81F1C828-D7A8-4B40-91A4-3947301E124F&v=10.0.1&d=iPad4%2C7&k=APID&sc=fb189309987769660&scs=%5B%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22fb189309987769660%22%5D&cr=1&dnt=0&idfa=83FF4426-FE3C-41C0-9863-D30AEDEC05F4&idfv=8FCC7192-D365-4DD1-B4EF-55587C7A83EF&h=cc276f3d61265caa39c5202dd070b829beb2822a HTTP/1.0" 200 457 "-" "Viator/5.3.0.1 CFNetwork/808.0.2 Darwin/16.0.0" "117.2.185.36" 0.009 "first=false redirect=false startRespTime=8 ddlUrl= ddlErr=<nil>" country=VN&mo=iPad4%2C7&adv_id=83FF4426-FE3C-41C0-9863-D30AEDEC05F4&ma=Apple&reinstall=False&ann=Y
112.198.100.80 - - [01/Jan/2017:00:06:12 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=310DE7E2-1AF5-46D9-9E51-C0E7879F175D&av=5.3.0&i=com.viator&lag=0.07&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=FF120B54-CF78-4605-9D59-E43CB5D3C64A&t=46.74&idfa=310DE7E2-1AF5-46D9-9E51-C0E7879F175D&idfv=555D1592-BE94-4FB9-A75B-02D45A41D273&seq=0&sdk=Apsalar%2F7.3.1&h=63591ada4d07dbd420c377981ad6794a2298f68b HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "112.198.100.80" 0.000 "-" country=PH&mo=None&adv_id=None&ma=None&ann=Y
127.0.0.1 - - [01/Jan/2017:00:20:13 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=APID&an=Google&p=iOS&u=81F1C828-D7A8-4B40-91A4-3947301E124F&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
46.229.173.131 - - [01/Jan/2017:00:20:14 -0800] "GET /api/v1/refer?a=viator&an=Google+Display+%28Apps%29&append_app_conv_trk_params=1&ca=Install+Android+Phone&cr=97687926163&h=edbde95bd0144e07d1926c993592dcffdbc94f30&i=com.viator.mobile.android&ip=46.229.173.131&k=GAID&lpurl=market%3A%2F%2Fdetails%3Fid%3Dcom.viator.mobile.android%26hl%3Den%26referrer%3Dutm_source%253DAdwords%2526utm_term%253DAdwords%2526utm_medium%253Dwww.charmio.com%2526utm_campaign%253DADXADREFam555ce4a356eb53&op=click&p=Android&pl=Run+of+Network&rand=11997143931079243565&re=0&rt=json&s=www.charmio.com&st=870053031118&u=1ede8c81-cffb-11e6-8000-000000000000&ve=4.2.2 HTTP/1.1" 200 18 "-" "Mozilla/5.0 (Linux; Android 4.2.2; en-us; SAMSUNG-SGH-1337 BUild/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19" "46.229.173.131" 0.000 "-"
174.227.11.174 - - [01/Jan/2017:00:09:39 -0800] "GET /api/v1/start?a=viator&ab=armeabi-v7a&av=3.4.0&br=Verizon&c=wwan&de=j1qltevzw&i=com.viator.mobile.android&ma=samsung&mo=SM-J100VPP&n=Viator&p=Android&pr=j1qltevzw&rt=json&s=a51dc63f-8a48-4138-8e84-00bd656c3243&sdk=Apsalar%2F6.5&src=com.android.vending&u=c686b088-331a-4064-b8c0-3842c1cacd10&k=AIFA&aifa=c686b088-331a-4064-b8c0-3842c1cacd10&dnt=0&v=5.1.1&lag=0.561&h=86f1b35b424d2df4e174d664ee3cabe1ec168fdd HTTP/1.0" 200 133 "-" "Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J100VPP Build/LMY48B)" "174.227.11.174" 0.004 "first=false redirect=false startRespTime=3 ddlUrl= ddlErr=<nil>" country=US&adv_id=c686b088-331a-4064-b8c0-3842c1cacd10&reinstall=False&ann=Y
46.229.173.131 - - [01/Jan/2017:00:20:14 -0800] "GET /api/v1/refer?a=viator&an=Google+Display+%28Apps%29&append_app_conv_trk_params=1&ca=Install+Android+Phone&cr=97688190283&h=6b94b7d51d4d5aad748432e243cb9a1d76ef9145&i=com.viator.mobile.android&ip=46.229.173.131&k=GAID&lpurl=market%3A%2F%2Fdetails%3Fid%3Dcom.viator.mobile.android%26hl%3Den%26referrer%3Dutm_source%253DAdwords%2526utm_term%253DAdwords%2526utm_medium%253Dwww.viamigo.com%2526utm_campaign%253DADXADREFam555ce4a356eb53&op=click&p=Android&pl=General+Apps&rand=19396940741547959576&re=0&rt=json&s=www.viamigo.com&st=489225010450&u=1ed9fa73-cffb-11e6-8000-000000000000&ve=4.2.2 HTTP/1.1" 200 18 "-" "Mozilla/5.0 (Linux; Android 4.2.2; en-us; SAMSUNG-SGH-1337 BUild/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19" "46.229.173.131" 0.000 "-"
46.229.173.131 - - [01/Jan/2017:00:20:14 -0800] "GET /api/v1/refer?a=viator&an=Google+Display+%28Apps%29&append_app_conv_trk_params=1&ca=Install+Android+Phone&cr=97688190283&h=6b94b7d51d4d5aad748432e243cb9a1d76ef9145&i=com.viator.mobile.android&ip=46.229.173.131&k=GAID&lpurl=market%3A%2F%2Fdetails%3Fid%3Dcom.viator.mobile.android%26hl%3Den%26referrer%3Dutm_source%253DAdwords%2526utm_term%253DAdwords%2526utm_medium%253Dwww.acticketguys.com%2526utm_campaign%253DADXADREFam555ce4a356eb53&op=click&p=Android&pl=General+Apps&rand=12744147271186321925&re=0&rt=json&s=www.acticketguys.com&st=489225010450&u=1ed9c524-cffb-11e6-8000-000000000000&ve=4.2.2 HTTP/1.1" 200 18 "-" "Mozilla/5.0 (Linux; Android 4.2.2; en-us; SAMSUNG-SGH-1337 BUild/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19" "46.229.173.131" 0.000 "-"
46.229.173.131 - - [01/Jan/2017:00:20:14 -0800] "GET /api/v1/refer?a=viator&an=Google+Display+%28Apps%29&append_app_conv_trk_params=1&ca=Install+Android+Phone&cr=97688190283&h=6b94b7d51d4d5aad748432e243cb9a1d76ef9145&i=com.viator.mobile.android&ip=46.229.173.131&k=GAID&lpurl=market%3A%2F%2Fdetails%3Fid%3Dcom.viator.mobile.android%26hl%3Den%26referrer%3Dutm_source%253DAdwords%2526utm_term%253DAdwords%2526utm_medium%253Dwww.sfstation.com%2526utm_campaign%253DADXADREFam555ce4a356eb53&op=click&p=Android&pl=General+Apps&rand=1898278414542510047&re=0&rt=json&s=www.sfstation.com&st=489225010450&u=1ed9d0b1-cffb-11e6-8000-000000000000&ve=4.2.2 HTTP/1.1" 200 18 "-" "Mozilla/5.0 (Linux; Android 4.2.2; en-us; SAMSUNG-SGH-1337 BUild/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19" "46.229.173.131" 0.000 "-"
46.229.173.131 - - [01/Jan/2017:00:20:14 -0800] "GET /api/v1/refer?a=viator&an=Google+Display+%28Apps%29&append_app_conv_trk_params=1&ca=Install+Android+Phone&cr=97687926163&h=edbde95bd0144e07d1926c993592dcffdbc94f30&i=com.viator.mobile.android&ip=46.229.173.131&k=GAID&lpurl=market%3A%2F%2Fdetails%3Fid%3Dcom.viator.mobile.android%26hl%3Den%26referrer%3Dutm_source%253DAdwords%2526utm_term%253DAdwords%2526utm_medium%253Dmetroprl.blogspot.com%2526utm_campaign%253DADXADREFam555ce4a356eb53&op=click&p=Android&pl=Run+of+Network&rand=1841464879399656264&re=0&rt=json&s=metroprl.blogspot.com&st=870053031118&u=1eda6527-cffb-11e6-8000-000000000000&ve=4.2.2 HTTP/1.1" 200 18 "-" "Mozilla/5.0 (Linux; Android 4.2.2; en-us; SAMSUNG-SGH-1337 BUild/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19" "46.229.173.131" 0.000 "-"
127.0.0.1 - - [01/Jan/2017:00:20:14 -0800] "GET /api/v1/refer?a=viator&i=com.viator.mobile.android&h=157b80c03133cba0eec1412eccae72f28367b424&k=AIFA&an=Google&p=Android&u=c686b088-331a-4064-b8c0-3842c1cacd10&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
46.229.173.131 - - [01/Jan/2017:00:20:14 -0800] "GET /api/v1/refer?a=viator&an=Google+Display+%28Apps%29&append_app_conv_trk_params=1&ca=Install+Android+Phone&cr=97687926163&h=edbde95bd0144e07d1926c993592dcffdbc94f30&i=com.viator.mobile.android&ip=46.229.173.131&k=GAID&lpurl=market%3A%2F%2Fdetails%3Fid%3Dcom.viator.mobile.android%26hl%3Den%26referrer%3Dutm_source%253DAdwords%2526utm_term%253DAdwords%2526utm_medium%253Dwww.droidforums.net%2526utm_campaign%253DADXADREFam555ce4a356eb53&op=click&p=Android&pl=Run+of+Network&rand=14068690451356779213&re=0&rt=json&s=www.droidforums.net&st=870053031118&u=1edbe7b0-cffb-11e6-8000-000000000000&ve=4.2.2 HTTP/1.1" 200 18 "-" "Mozilla/5.0 (Linux; Android 4.2.2; en-us; SAMSUNG-SGH-1337 BUild/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19" "46.229.173.131" 0.000 "-"
46.229.173.131 - - [01/Jan/2017:00:20:14 -0800] "GET /api/v1/refer?a=viator&an=Google+Display+%28Apps%29&append_app_conv_trk_params=1&ca=Install+Android+Phone&cr=97688190283&h=6b94b7d51d4d5aad748432e243cb9a1d76ef9145&i=com.viator.mobile.android&ip=46.229.173.131&k=GAID&lpurl=market%3A%2F%2Fdetails%3Fid%3Dcom.viator.mobile.android%26hl%3Den%26referrer%3Dutm_source%253DAdwords%2526utm_term%253DAdwords%2526utm_medium%253Dwww.acticketguys.com%2526utm_campaign%253DADXADREFam555ce4a356eb53&op=click&p=Android&pl=General+Apps&rand=1946003696556440162&re=0&rt=json&s=www.acticketguys.com&st=489225010450&u=1f1e0645-cffb-11e6-8000-000000000000&ve=4.2.2 HTTP/1.1" 200 18 "-" "Mozilla/5.0 (Linux; Android 4.2.2; en-us; SAMSUNG-SGH-1337 BUild/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19" "46.229.173.131" 0.000 "-"
210.1.95.97 - - [01/Jan/2017:00:20:13 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=AC5FA68D-7FE3-47FE-80E7-A8CCD037AA8B&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%22Avila%20and%20Segovia%20Day%20Trip%20from%20Madrid%22%2C%22primaryDestinationId%22%3A566%2C%22primaryDestinationName%22%3A%22Madrid%22%2C%22viewProduct%22%3A%22%5C%222140JTEMA11%5C%22%22%7D&p=iOS&rt=plist&s=19036C83-2AA4-4AED-B2C9-E65B39BE0BA4&t=78.54&idfa=AC5FA68D-7FE3-47FE-80E7-A8CCD037AA8B&idfv=09F3EBB6-21ED-4AF1-880C-D444382E9DFA&seq=4&sdk=Apsalar%2F7.3.1&h=ce4f7b648e9a05a4221bc7da799bb364613a7655 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "210.1.95.97" 0.000 "-" country=PH&mo=iPhone8%2C2&adv_id=AC5FA68D-7FE3-47FE-80E7-A8CCD037AA8B&ma=Apple&ann=Y
106.142.181.239 - - [01/Jan/2017:00:12:31 -0800] "GET /api/v1/start?a=viator&av=5.3.0&c=wifi&i=com.viator&lag=2.96&n=Viator&p=iOS&rt=plist&s=545B1E67-0C22-41FE-9BA6-DDD8B52AE2E7&sdk=Apsalar%2F7.3.1&u=16788DAE-5E4F-4BE1-95C3-4F2A0E24A268&v=10.2&d=iPhone7%2C2&k=APID&sc=fb189309987769660&scs=%5B%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22fb189309987769660%22%5D&cr=1&dnt=0&idfa=8CE3D081-01EE-4AD1-B22E-A1F5B00B36E9&idfv=BE3954C1-10D4-471B-940F-FDE955B23BCF&h=69342729442b8f9f7790d2278b897bc2d3235e48 HTTP/1.0" 200 457 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "106.142.181.239" 0.435 "first=false redirect=false startRespTime=8 ddlUrl= ddlErr=<nil>" country=JP&mo=iPhone7%2C2&adv_id=8CE3D081-01EE-4AD1-B22E-A1F5B00B36E9&ma=Apple&reinstall=False&ann=Y
127.0.0.1 - - [01/Jan/2017:00:20:15 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=APID&an=Google&p=iOS&u=16788DAE-5E4F-4BE1-95C3-4F2A0E24A268&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
46.229.173.131 - - [01/Jan/2017:00:20:14 -0800] "GET /api/v1/refer?a=viator&an=Google+Display+%28Apps%29&append_app_conv_trk_params=1&ca=Install+Android+Phone&cr=97688190283&h=6b94b7d51d4d5aad748432e243cb9a1d76ef9145&i=com.viator.mobile.android&ip=46.229.173.131&k=GAID&lpurl=market%3A%2F%2Fdetails%3Fid%3Dcom.viator.mobile.android%26hl%3Den%26referrer%3Dutm_source%253DAdwords%2526utm_term%253DAdwords%2526utm_medium%253Dwww.viewat.org%2526utm_campaign%253DADXADREFam555ce4a356eb53&op=click&p=Android&pl=General+Apps&rand=467317314179549107&re=0&rt=json&s=www.viewat.org&st=489225010450&u=1eda68a5-cffb-11e6-8000-000000000000&ve=4.2.2 HTTP/1.1" 200 18 "-" "Mozilla/5.0 (Linux; Android 4.2.2; en-us; SAMSUNG-SGH-1337 BUild/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19" "46.229.173.131" 0.000 "-"
66.87.122.9 - - [01/Jan/2017:00:20:15 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=65754C03-BB04-43E4-933B-E6ABB06DC963&av=5.3.0&i=com.viator&lag=5.86&n=Launch&e=%7B%22adInfoId%22%3A%2265754C03-BB04-43E4-933B-E6ABB06DC963%22%7D&p=iOS&rt=plist&s=12E0A8DD-ED84-4630-BEE5-846F490D8EE6&t=0.01&idfa=65754C03-BB04-43E4-933B-E6ABB06DC963&idfv=6ABFA96F-68B1-4332-8FCA-D656F902BC68&seq=1&sdk=Apsalar%2F7.3.1&h=8882cfae4a9a8697d881c36f585e6ccd25bd8030 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "66.87.122.9" 0.000 "-" country=US&mo=iPhone8%2C1&adv_id=65754C03-BB04-43E4-933B-E6ABB06DC963&ma=Apple&ann=Y
76.171.97.220 - - [01/Jan/2017:00:20:17 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=C6191052-F0F9-4AAD-BD86-60261048F45F&av=5.3.0&i=com.viator&lag=0.05&n=Launch&e=%7B%22adInfoId%22%3A%22C6191052-F0F9-4AAD-BD86-60261048F45F%22%7D&p=iOS&rt=plist&s=305C4060-8E66-40B5-B31B-B6AD10E52640&t=1912.16&idfa=C6191052-F0F9-4AAD-BD86-60261048F45F&idfv=E37FA6E9-85E1-43FC-9B29-3D136FE593FE&seq=10&sdk=Apsalar%2F7.3.1&h=1ac58cb1386eeb56fa9bccb2affd7da51c6159bf HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "76.171.97.220" 0.000 "-" country=US&mo=iPhone9%2C2&adv_id=C6191052-F0F9-4AAD-BD86-60261048F45F&ma=Apple&ann=Y
122.151.154.214 - - [01/Jan/2017:00:20:19 -0800] "GET /api/v1/event?a=viator&k=APID&u=01C44692-5A88-4882-8720-7BA2593F00EE&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Private%20Tour%3A%20Best%20of%20Singapore%20Tour%22%2C%22primaryDestinationId%22%3A18%2C%22primaryDestinationName%22%3A%22Singapore%22%2C%22viewProduct%22%3A%22%5C%2218449P5%5C%22%22%7D&p=iOS&rt=plist&s=E398EC96-4034-4E86-9A5A-B49BF0909003&t=809.23&idfa=(null)&idfv=056170C1-CA41-48E5-A690-E6E1962D8FDB&seq=19&sdk=Apsalar%2F7.3.1&h=118ece49bd925ac57319d9db502732f0080eb25e HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "122.151.154.214" 0.000 "-" country=AU&mo=iPhone9%2C4&adv_id=None&ma=Apple&ann=Y
103.199.36.35 - - [01/Jan/2017:00:20:18 -0800] "GET /api/v1/event?a=viator&k=APID&u=59053037-8057-41C3-BC34-6A92B1219321&av=5.3.0&i=com.viator&lag=0.05&n=viewProduct&e=%7B%22productName%22%3A%22Mekong%20River%20Kayaking%20and%20Cycling%20Day%20Trip%22%2C%22primaryDestinationId%22%3A352%2C%22primaryDestinationName%22%3A%22Ho%20Chi%20Minh%20City%22%2C%22viewProduct%22%3A%22%5C%2224110P3%5C%22%22%7D&p=iOS&rt=plist&s=23B0B8D0-2062-4F62-A82C-2F24A4089C33&t=183.73&idfa=18132D9C-B16F-4117-A5B7-7131687AF35C&idfv=49494046-F9AC-4739-A7FC-89C8277B8245&seq=4&sdk=Apsalar%2F7.3.1&h=c2f9927195d63a8ab7f40e4dfdb70b43d69d32ec HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "103.199.36.35" 0.000 "-" country=VN&mo=iPhone6%2C2&adv_id=18132D9C-B16F-4117-A5B7-7131687AF35C&ma=Apple&ann=Y
203.118.163.2 - - [01/Jan/2017:00:20:21 -0800] "GET /api/v1/event?a=viator&av=3.4.0&e=%7B%22viewProduct%22%3A%22%5C%222855KENNEDY%5C%22%22%2C%22productTitle%22%3A%22Kennedy+Space+Center+Day+Trip+with+Transport+from+Orlando%22%2C%22primaryDestinationId%22%3A663%2C%22primaryDestinationName%22%3A%22Orlando%22%7D&i=com.viator.mobile.android&n=viewProduct&p=Android&rt=json&s=f625192a-8603-4488-aef6-5b0bf86f823b&sdk=Apsalar%2F6.5&t=3912.89&u=c635fbce-2892-4338-997d-4eaa644638cd&k=AIFA&seq=100&lag=0.008&h=a4e4a8a900fbe443d34571dd5f9b4f9d72aad6d6 HTTP/1.0" 200 18 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-T800 Build/MMB29K)" "203.118.163.2" 0.000 "-" country=NZ&mo=SM-T800&adv_id=c635fbce-2892-4338-997d-4eaa644638cd&ma=samsung&ann=Y
103.40.148.88 - - [01/Jan/2017:00:20:21 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=1204812C-5F81-4E69-88AC-D13862992247&av=5.3.0&i=com.viator&lag=0.13&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=3E708C5C-31D0-4653-92FC-5D5D5758E891&t=1506.94&idfa=1204812C-5F81-4E69-88AC-D13862992247&idfv=CB3F6C9A-BB20-4B18-9AF8-764A6859C5B1&seq=0&sdk=Apsalar%2F7.3.1&h=c588d72ce9199ba50908dc3d54aa2fa5436f4bd7 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "103.40.148.88" 0.000 "-" country=TH&mo=None&adv_id=None&ma=None&ann=Y
124.197.71.197 - - [01/Jan/2017:00:20:24 -0800] "GET /api/v1/event?a=viator&k=APID&u=FF1511ED-06F5-4AC1-94C9-1AF77764E953&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%22Toledo%20Sightseeing%20Tour%20with%20Tourist%20Train%20from%20Madrid%22%2C%22primaryDestinationId%22%3A22438%2C%22primaryDestinationName%22%3A%22Toledo%22%2C%22viewProduct%22%3A%22%5C%2216901P13%5C%22%22%7D&p=iOS&rt=plist&s=476CA428-87B4-4C96-8013-FB1E64503909&t=4782.40&idfa=3A6E5378-8966-456F-8E16-3E4CDA380993&idfv=A4D7F5BE-F8A2-47F2-AA4C-543CDB8CBCF3&seq=18&sdk=Apsalar%2F7.3.1&h=275722ff80446b3a39b131c35270f2f57b79ecb5 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.0.2 Darwin/16.0.0" "124.197.71.197" 0.000 "-" country=SG&mo=iPhone8%2C2&adv_id=3A6E5378-8966-456F-8E16-3E4CDA380993&ma=Apple&ann=Y
46.229.173.131 - - [01/Jan/2017:00:20:25 -0800] "GET /api/v1/refer?a=viator&an=Google+Display+%28Apps%29&append_app_conv_trk_params=1&ca=Install+Android+Phone&cr=97688190283&h=6b94b7d51d4d5aad748432e243cb9a1d76ef9145&i=com.viator.mobile.android&ip=46.229.173.131&k=GAID&lpurl=market%3A%2F%2Fdetails%3Fid%3Dcom.viator.mobile.android%26hl%3Den%26referrer%3Dutm_source%253DAdwords%2526utm_term%253DAdwords%2526utm_medium%253Dwww.weatherbase.com%2526utm_campaign%253DADXADREFam555ce4a356eb53&op=click&p=Android&pl=General+Apps&rand=1252963034242332478&re=0&rt=json&s=www.weatherbase.com&st=489225010450&u=25b4c328-cffb-11e6-8000-000000000000&ve=4.2.2 HTTP/1.1" 200 18 "-" "Mozilla/5.0 (Linux; Android 4.2.2; en-us; SAMSUNG-SGH-1337 BUild/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19" "46.229.173.131" 0.000 "-"
46.229.173.131 - - [01/Jan/2017:00:20:25 -0800] "GET /api/v1/refer?a=viator&an=Google+Display+%28Apps%29&append_app_conv_trk_params=1&ca=Install+Android+Phone&cr=97687926163&h=edbde95bd0144e07d1926c993592dcffdbc94f30&i=com.viator.mobile.android&ip=46.229.173.131&k=GAID&lpurl=market%3A%2F%2Fdetails%3Fid%3Dcom.viator.mobile.android%26hl%3Den%26referrer%3Dutm_source%253DAdwords%2526utm_term%253DAdwords%2526utm_medium%253Dgreatamericanhistory.net%2526utm_campaign%253DADXADREFam555ce4a356eb53&op=click&p=Android&pl=Run+of+Network&rand=10186650281855582566&re=0&rt=json&s=greatamericanhistory.net&st=870053031118&u=25b51a69-cffb-11e6-8000-000000000000&ve=4.2.2 HTTP/1.1" 200 18 "-" "Mozilla/5.0 (Linux; Android 4.2.2; en-us; SAMSUNG-SGH-1337 BUild/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19" "46.229.173.131" 0.000 "-"
46.229.173.131 - - [01/Jan/2017:00:20:25 -0800] "GET /api/v1/refer?a=viator&an=Google+Display+%28Apps%29&append_app_conv_trk_params=1&ca=Install+Android+Phone&cr=97688190283&h=6b94b7d51d4d5aad748432e243cb9a1d76ef9145&i=com.viator.mobile.android&ip=46.229.173.131&k=GAID&lpurl=market%3A%2F%2Fdetails%3Fid%3Dcom.viator.mobile.android%26hl%3Den%26referrer%3Dutm_source%253DAdwords%2526utm_term%253DAdwords%2526utm_medium%253Dwww.weatherbase.com%2526utm_campaign%253DADXADREFam555ce4a356eb53&op=click&p=Android&pl=General+Apps&rand=614191161209760016&re=0&rt=json&s=www.weatherbase.com&st=489225010450&u=25b16e1a-cffb-11e6-8000-000000000000&ve=4.2.2 HTTP/1.1" 200 18 "-" "Mozilla/5.0 (Linux; Android 4.2.2; en-us; SAMSUNG-SGH-1337 BUild/JDQ39) AppleWebKit/535.19 (KHTML, like Gecko) Version/1.0 Chrome/18.0.1025.308 Mobile Safari/535.19" "46.229.173.131" 0.000 "-"
